,gvkey,adate,qdate,public_date,PE,DPR,ROE,PTB,PEG,DIVY,TICKER,Year,Completeness_Score,,,,,,,
42004,165798,7/31/2023,10/31/2023,12/31/2023,286.167,0,0.006,3.36,0.1455,0,UEC,2023,10,,,,,,,
17272,27828,12/31/2022,6/30/2023,10/31/2023,-1.407,0,-0.279,0.503,-0.005,0,UEIC,2023,11,,,,,,,
13439,22180,12/31/2021,9/30/2022,1/31/2023,7.177,0,-0.818,0.972,0.153,0,UFAB,2023,8,,,,,,,
10061,17252,12/31/2022,9/30/2023,11/30/2023,-17.855,1.055,-0.041,0.818,-2.926,3.06%,UFCS,2023,12,,,,,,,
6677,10839,6/30/2023,9/30/2023,12/31/2023,-2.321,0,-0.152,0.392,-0.002,0,UFI,2023,10,,,,,,,
18325,29156,12/31/2022,9/30/2023,11/30/2023,12.822,0.126,0.203,2.282,0.289,1.09%,UFPI,2023,12,,,,,,,
18469,29449,12/31/2022,9/30/2023,11/30/2023,30.656,0,0.171,4.661,0.654,0,UFPT,2023,11,,,,,,,
6724,10902,12/31/2022,9/30/2023,11/30/2023,14.769,0.746,0.254,3.488,0.153,2.46%,UG,2023,11,,,,,,,
6655,10801,9/30/2022,3/31/2023,7/31/2023,-9.339,0.276,-0.088,0.942,-0.654,5.56%,UGI,2023,12,,,,,,,
23667,35541,12/31/2022,9/30/2023,11/30/2023,-0.673,0,-0.545,0.527,0.153,0,UGRO,2023,9,,,,,,,
237,1393,3/31/2023,6/30/2023,10/31/2023,2.414,0.037,0.11,0.121,0.087,3.05%,UHAL,2023,12,,,,,,,
27325,37782,,9/30/2023,12/31/2023,7.186,0,0.037,2.701,0.153,0,UHG,2023,6,,,,,,,
6867,11032,12/31/2022,6/30/2023,10/31/2023,13.073,0.083,0.117,1.285,1.569,0.64%,UHS,2023,12,,,,,,,
45870,187462,6/30/2022,9/30/2022,1/31/2023,52.736,0.432,5.86,1.768,3.985,0.82%,UI,2023,11,,,,,,,
43777,178823,12/31/2022,6/30/2023,10/31/2023,-1.176,0,-2.433,2.893,-0.003,0,UIHC,2023,10,,,,,,,
1007,2504,12/31/2022,6/30/2023,10/31/2023,-0.766,0,1.108,16.656,-0.023,0,UIS,2023,10,,,,,,,
16029,26045,12/31/2022,9/30/2023,11/30/2023,28.808,0,0.034,0.991,0.153,0,ULBI,2023,10,,,,,,,
28326,38282,12/31/2022,9/30/2023,12/31/2023,18.2,0,0.13,2.231,0.153,0,ULCC,2023,10,,,,,,,
41253,162338,12/31/2022,9/30/2023,11/30/2023,6.201,0.105,0.201,1.122,0.116,1.70%,ULH,2023,12,,,,,,,
43720,178704,1/31/2023,10/31/2023,12/31/2023,19.862,0,0.607,11.41,0.171,0,ULTA,2023,11,,,,,,,
6749,10916,12/31/2022,9/30/2023,12/31/2023,10.725,0.194,0.14,1.445,0.3,1.87%,UMBF,2023,12,,,,,,,
36080,65228,12/31/2022,12/31/2022,4/30/2023,8.211,0.544,0.129,1.795,0.153,6.60%,UMPQ,2023,11,,,,,,,
6665,10832,12/31/2021,9/30/2022,1/31/2023,6.954,0,-0.504,0.361,0.153,0,UNAM,2023,8,,,,,,,
37326,111537,12/31/2022,6/30/2023,10/31/2023,9.294,0.491,0.228,2.029,1.089,5.42%,UNB,2023,12,,,,,,,
29496,38867,12/31/2022,9/30/2023,11/30/2023,-0.342,0,-6.069,5.151,0.153,0,UNCY,2023,9,,,,,,,
6689,10840,8/31/2023,8/31/2023,12/31/2023,33.076,0.215,0.05,1.301,0.153,0.72%,UNF,2023,11,,,,,,,
35476,63927,7/31/2023,10/31/2023,12/31/2023,-11.676,0,-0.044,0.568,0.153,0,UNFI,2023,10,,,,,,,
6737,10903,12/31/2022,9/30/2023,12/31/2023,22.85,0.303,0.266,5.616,2.136,1.43%,UNH,2023,12,,,,,,,
8049,12726,12/31/2022,9/30/2023,12/31/2023,7.235,0.219,0.136,0.914,0.49,3.23%,UNM,2023,12,,,,,,,
6713,10867,12/31/2022,9/30/2023,12/31/2023,23.572,0.499,0.251,5.525,2.215,2.12%,UNP,2023,12,,,,,,,
34793,62243,12/31/2022,9/30/2023,12/31/2023,7.766,0.117,0.167,1.179,0.314,1.62%,UNTY,2023,12,,,,,,,
12987,21515,12/31/2022,6/30/2023,8/31/2023,15.782,0,0.14,2.001,0.007,0,UNVR,2023,11,,,,,,,
37932,120301,12/31/2022,3/31/2023,7/31/2023,16.706,0,0.059,0.522,9.67,0,UONEK,2023,11,,,,,,,
30558,39231,12/31/2022,9/30/2023,11/30/2023,-0.103,0,-2.884,2.653,0.136,0,UP,2023,9,,,,,,,
19707,31460,12/31/2022,9/30/2023,11/30/2023,181.875,9.773,0.014,2.411,0.136,4.67%,UPBD,2023,11,,,,,,,
29857,38981,12/31/2022,6/30/2023,9/30/2023,-0.067,0,-1.365,0.202,0.136,0,UPH,2023,9,,,,,,,
13356,22040,12/31/2022,9/30/2023,11/30/2023,-0.797,0,-0.726,0.888,-0.011,0,UPLD,2023,10,,,,,,,
6761,10920,12/31/2022,9/30/2023,12/31/2023,15.914,0.62,0.365,4.784,0.527,4.12%,UPS,2023,12,,,,,,,
26431,37357,12/31/2021,9/30/2022,1/31/2023,-345,0,0.007,2.112,0.136,0,UPST,2023,10,,,,,,,
28772,38535,,9/30/2023,12/31/2023,6.517,0,0.0255,3.881,0.136,0,UPTD,2023,6,,,,,,,
22126,34101,12/31/2022,9/30/2023,11/30/2023,-74.158,0,0.048,5.592,-1.947,0,UPWK,2023,11,,,,,,,
28974,38661,6/30/2023,9/30/2023,11/30/2023,-1.039,0,-0.428,0.558,0.137,0,UPXI,2023,9,,,,,,,
18283,29150,1/31/2023,1/31/2023,5/31/2023,18.129,0,0.09,1.593,0.002,0,URBN,2023,11,,,,,,,
36555,66065,12/31/2022,9/30/2023,12/31/2023,16.645,0.128,0.249,3.697,0.409,1.03%,URI,2023,12,,,,,,,
19490,31170,12/31/2022,6/30/2023,10/31/2023,-28.314,0,-0.021,0.595,-0.847,0,USAP,2023,10,,,,,,,
20115,32014,4/30/2023,7/31/2023,11/30/2023,-3.364,0,-0.426,1.874,-0.571,0,USAU,2023,10,,,,,,,
2635,4723,12/31/2022,9/30/2023,12/31/2023,12.881,0.699,0.124,1.455,1.291,4.53%,USB,2023,12,,,,,,,
30960,39322,12/31/2022,9/30/2023,12/31/2023,13.315,0,0.1,1.309,0.138,0,USCB,2023,10,,,,,,,
6780,10938,12/31/2022,3/31/2023,7/31/2023,40,0.651,0.015,0.515,0.967,5.62%,USEG,2023,12,,,,,,,
10671,18312,12/31/2022,9/30/2023,11/30/2023,24.35,0.078,0.101,2.157,0.182,0,USFD,2023,11,,,,,,,
33934,42848,11/30/2022,8/31/2023,10/31/2023,-9.321,0,-1.249,3.862,0.136,0,USGO,2023,9,,,,,,,
37655,116209,12/31/2022,9/30/2023,11/30/2023,-55.333,0,-0.045,2.934,-0.072,0,USIO,2023,10,,,,,,,
5629,8947,12/31/2022,9/30/2023,12/31/2023,19.212,0.067,0.191,3.259,0.495,0.35%,USLM,2023,12,,,,,,,
8797,14369,12/31/2021,9/30/2022,1/31/2023,24.959,0,0.016,0.241,10.255,0,USM,2023,11,,,,,,,
35429,63863,12/31/2021,9/30/2022,1/31/2023,14.758,0,0.19,2.699,6.84,0,USNA,2023,11,,,,,,,
15502,25318,12/31/2022,3/31/2023,7/31/2023,53.829,0.758,0.093,5.043,52.379,1.48%,USPH,2023,12,,,,,,,
21529,33598,12/31/2022,3/31/2023,5/31/2023,-5.067,0,-0.227,1.126,-0.001,0,USX,2023,10,,,,,,,
38020,121440,12/31/2022,9/30/2023,11/30/2023,13.223,0,0.181,1.975,0.605,0,UTHR,2023,11,,,,,,,
40515,156633,9/30/2023,9/30/2023,12/31/2023,96.308,0,0.056,1.882,0.97,0,UTI,2023,11,,,,,,,
6820,10999,12/31/2022,9/30/2023,11/30/2023,17.565,0.584,0.07,1.195,1.593,3.34%,UTL,2023,12,,,,,,,
6881,11051,12/31/2022,9/30/2023,12/31/2023,18.151,0.252,0.144,2.436,1.334,1.42%,UTMD,2023,12,,,,,,,
32141,39753,12/31/2022,9/30/2023,11/30/2023,-5.054,0,-1.346,0.82,0.128,0,UTRS,2023,9,,,,,,,
22287,34259,12/31/2022,6/30/2023,10/31/2023,258.311,-0.64,0.001,1.219,5.728,1.87%,UTZ,2023,12,,,,,,,
6856,11027,3/31/2023,9/30/2023,11/30/2023,8.462,0,0.117,0.953,0.1205,0,UUU,2023,10,,,,,,,
16005,26016,12/31/2022,9/30/2023,11/30/2023,7.186,0.331,0.239,1.642,0.1205,4.54%,UVE,2023,11,,,,,,,
11878,19817,12/31/2022,9/30/2023,12/31/2023,8.251,0.318,0.1,0.805,0.161,3.81%,UVSP,2023,12,,,,,,,
6845,11017,3/31/2023,9/30/2023,12/31/2023,13.852,0.642,0.086,1.157,0.413,4.75%,UVV,2023,12,,,,,,,
27304,37763,12/31/2022,9/30/2023,11/30/2023,36.333,2.736,0.096,3.875,0.113,7.34%,UWMC,2023,11,,,,,,,
44023,179534,9/30/2023,9/30/2023,12/31/2023,31.443,0.221,0.428,9.775,1.633,0.80%,V,2023,12,,,,,,,
37632,115960,12/31/2022,9/30/2023,12/31/2023,7.977,0.298,0.17,1.359,0.113,3.84%,VABK,2023,11,,,,,,,
46192,191255,12/31/2022,12/31/2022,4/30/2023,15.343,0.266,0.127,1.772,0.189,2.14%,VAC,2023,12,,,,,,,
6929,11099,4/30/2023,10/31/2023,12/31/2023,26.07,0.568,0.184,4.676,2.824,2.30%,VALU,2023,12,,,,,,,
12930,21421,12/31/2022,9/30/2023,11/30/2023,-1.667,0,-0.647,1.85,-0.049,0,VANI,2023,10,,,,,,,
22307,34327,12/31/2021,9/30/2022,1/31/2023,-2.321,0,-2.039,0.517,-0.11,0,VAPO,2023,10,,,,,,,
35487,63952,12/31/2022,12/31/2022,4/30/2023,-5.396,0,0.0125,1.736,-3.517,0,VATE,2023,8,,,,,,,
32487,39868,12/31/2022,9/30/2023,11/30/2023,-1.631,0,-1.181,4.039,0.113,0,VAXX,2023,9,,,,,,,
39118,140938,12/31/2022,6/30/2023,10/31/2023,8.106,0.13,0.117,0.956,0.509,1.55%,VBFC,2023,12,,,,,,,
13085,21633,12/31/2022,9/30/2023,12/31/2023,8.781,0.3,0.099,0.848,0.416,3.44%,VBTX,2023,12,,,,,,,
38785,136648,12/31/2022,9/30/2023,11/30/2023,22.058,0,0.223,4.377,0.351,0,VC,2023,11,,,,,,,
35685,64334,12/31/2022,9/30/2023,11/30/2023,-161.55,0,-0.054,8.299,-0.129,0,VCEL,2023,10,,,,,,,
27209,37707,12/31/2021,9/30/2022,1/31/2023,-11.113,0,0.012,1.733,0.1125,0,VCKA,2023,7,,,,,,,
21866,33780,12/31/2022,9/30/2023,11/30/2023,-0.124,0,-4.747,1.768,0,0,VCNX,2023,10,,,,,,,
28361,38288,12/31/2022,9/30/2023,11/30/2023,-4.549,0,-1.047,0.532,0.113,0,VCSA,2023,9,,,,,,,
13145,21799,12/31/2022,9/30/2023,12/31/2023,11.329,0.389,0.18,1.892,1.491,3.72%,VCTR,2023,12,,,,,,,
11200,18947,12/31/2022,9/30/2023,11/30/2023,-37.101,0,-0.046,1.768,-3.299,0,VCYT,2023,10,,,,,,,
6940,11124,12/31/2022,9/30/2023,11/30/2023,27.971,0,0.138,2.468,2.14,0,VECO,2023,11,,,,,,,
28883,38624,12/31/2022,9/30/2023,11/30/2023,-1.577,0,-0.261,0.453,0.1125,0,VEEE,2023,9,,,,,,,
11002,18689,1/31/2023,10/31/2023,12/31/2023,55.322,0,0.149,7.076,2.852,0,VEEV,2023,11,,,,,,,
24064,35781,12/31/2022,9/30/2023,11/30/2023,11.693,0,0.113,1.169,0.112,0,VEL,2023,10,,,,,,,
29324,38782,12/31/2022,9/30/2023,11/30/2023,-4.738,0,-0.855,4.867,0.112,0,VERA,2023,9,,,,,,,
13300,21984,12/31/2022,9/30/2023,11/30/2023,-0.024,0,-2.914,0.619,0,0,VERB,2023,10,,,,,,,
19431,31091,12/31/2022,9/30/2023,11/30/2023,-0.972,0,-1.056,4.101,-0.055,0,VERI,2023,10,,,,,,,
24147,35850,12/31/2022,9/30/2023,11/30/2023,-0.219,0,-4.122,1.038,-0.001,0,VERO,2023,10,,,,,,,
13748,22817,9/30/2022,6/30/2023,10/31/2023,-0.602,0,-1.87,3.87,-0.001,0,VERU,2023,10,,,,,,,
29556,38908,12/31/2022,9/30/2023,11/30/2023,-3.639,0,-0.372,1.562,0.113,0,VERV,2023,9,,,,,,,
14489,24083,12/31/2022,9/30/2023,11/30/2023,-122,0,-0.151,7.688,-0.553,0,VERX,2023,10,,,,,,,
23336,35305,12/31/2022,12/31/2022,4/30/2023,-5.33,0,-0.144,0.983,-0.837,0,VERY,2023,10,,,,,,,
6891,11060,3/31/2023,6/30/2023,10/31/2023,49.1,5.339,0.037,2.108,1.062,8.15%,VFC,2023,12,,,,,,,
28492,38397,,9/30/2023,12/31/2023,5.817,0,0.023,1.933,0.1205,0,VGAS,2023,6,,,,,,,
8623,13963,12/31/2022,9/30/2023,11/30/2023,9.736,0.749,0.023,1.698,0.228,7.47%,VGR,2023,10,,,,,,,
38104,122175,12/31/2022,9/30/2023,11/30/2023,-12.27,0,-0.382,0.449,0.113,0,VHC,2023,9,,,,,,,
7892,12578,12/31/2022,9/30/2023,11/30/2023,-15.258,0.1,-0.026,0.391,-0.613,2.36%,VHI,2023,12,,,,,,,
12527,20740,12/31/2022,12/31/2022,4/30/2023,-69,0,0.159,0.778,-0.029,35.00%,VIA,2023,11,,,,,,,
18360,29241,6/30/2023,6/30/2023,10/31/2023,70.727,0,0.037,2.455,3.608,0,VIAV,2023,11,,,,,,,
12858,21238,12/31/2022,9/30/2023,11/30/2023,30.992,0,0.112,2.263,0.138,0,VICR,2023,11,,,,,,,
28301,38271,12/31/2022,9/30/2023,11/30/2023,-0.006,0,-2.07,0.136,0.113,0,VIEW,2023,9,,,,,,,
32917,40307,12/31/2022,9/30/2023,11/30/2023,-1.559,0,-0.438,0.84,0.113,0,VIGL,2023,9,,,,,,,
26991,37592,12/31/2022,9/30/2023,11/30/2023,-0.281,0,-1.177,0.883,0.113,0,VINC,2023,9,,,,,,,
33010,40428,12/31/2022,9/30/2023,11/30/2023,-0.908,0,-2.195,11.739,0.113,0,VINE,2023,9,,,,,,,
23812,35638,12/31/2022,9/30/2023,11/30/2023,-2.114,0,-0.299,0.762,0.113,0,VIR,2023,10,,,,,,,
6965,11185,1/31/2023,10/31/2023,12/31/2023,6.954,0,0.403,2.097,0.113,0.67%,VIRC,2023,11,,,,,,,
24927,36530,12/31/2022,9/30/2023,11/30/2023,-1.674,0,-0.917,2.301,0.113,0,VIRI,2023,9,,,,,,,
14158,23432,12/31/2022,3/31/2023,7/31/2023,9.374,0.377,0.154,1.337,0.128,5.17%,VIRT,2023,12,,,,,,,
14354,23813,12/31/2022,6/30/2023,10/31/2023,-0.447,0,-0.897,0.674,-0.052,0,VIRX,2023,10,,,,,,,
46578,289735,12/31/2022,9/30/2023,11/30/2023,-0.739,0,-0.275,0.235,-0.002,0,VISL,2023,10,,,,,,,
25290,36726,12/31/2022,9/30/2023,11/30/2023,28.34,0,0.123,3.03,0.121,0,VITL,2023,10,,,,,,,
44629,183269,12/31/2022,9/30/2023,11/30/2023,-0.896,0,-0.898,1.244,0.121,0,VIVK,2023,9,,,,,,,
7737,12433,9/30/2022,9/30/2022,1/31/2023,35.385,0,0.122,4.054,1.079,0,VIVO,2023,11,,,,,,,
12739,21032,12/31/2022,9/30/2023,12/31/2023,-20.228,0,-0.396,5.055,-0.841,0,VKTX,2023,10,,,,,,,
31853,39632,12/31/2022,9/30/2023,11/30/2023,-3.371,0,-11.705,2.769,0.121,0,VLCN,2023,9,,,,,,,
32200,39784,12/31/2022,9/30/2023,11/30/2023,-3.34,0,-0.446,1.91,0.121,0,VLD,2023,10,,,,,,,
26000,37106,12/31/2021,9/30/2022,1/31/2023,6.704,0,-0.618,1.288,0.121,0,VLDR,2023,8,,,,,,,
6953,11178,7/31/2023,10/31/2023,12/31/2023,7.715,0.274,0.126,0.663,0.28,3.81%,VLGEA,2023,12,,,,,,,
9192,15247,12/31/2022,9/30/2023,12/31/2023,4.428,0.138,0.367,1.418,0.037,3.14%,VLO,2023,12,,,,,,,
27693,37938,12/31/2022,3/31/2023,7/31/2023,-73.891,0,-1.366,73.457,0.121,0,VLON,2023,9,,,,,,,
31513,39533,12/31/2022,12/31/2022,2/28/2023,-0.943,0,-0.999,0.989,0.121,0,VLTA,2023,9,,,,,,,
7453,11861,12/31/2022,9/30/2023,12/31/2023,9.443,0.439,0.097,0.859,0.612,4.05%,VLY,2023,12,,,,,,,
6988,11228,12/31/2022,9/30/2023,11/30/2023,34.17,0.269,0.104,3.335,2.834,0.81%,VMC,2023,12,,,,,,,
29249,38757,12/31/2022,9/30/2023,11/30/2023,70.4,0.034,0.024,1.519,0.113,0,VMEO,2023,10,,,,,,,
6916,11094,12/31/2022,9/30/2023,11/30/2023,30.244,0.314,0.097,3.013,2.979,1.09%,VMI,2023,12,,,,,,,
43567,178083,1/31/2023,7/31/2023,9/30/2023,50.296,0,1.31,28.223,0.113,0,VMW,2023,10,,,,,,,
11378,19175,1/31/2023,10/31/2023,12/31/2023,2.276,0,0.532,0.795,0.113,0,VNCE,2023,11,,,,,,,
42112,166435,12/31/2022,9/30/2023,12/31/2023,20.095,0,0.022,0.447,0.769,0,VNDA,2023,11,,,,,,,
6598,10761,12/31/2022,6/30/2023,10/31/2023,-1.38,0,-8.559,10.334,-0.144,0,VNRX,2023,10,,,,,,,
24478,36203,12/31/2022,9/30/2023,11/30/2023,15.616,0.046,0.534,6.854,0.1125,0.30%,VNT,2023,11,,,,,,,
27530,37844,12/31/2022,9/30/2023,11/30/2023,-0.974,0,-0.547,0.718,0.1125,0,VOR,2023,9,,,,,,,
28269,38248,12/31/2022,12/31/2022,2/28/2023,-2.491,0,-7.664,9.884,0.1125,0,VORB,2023,9,,,,,,,
8316,13354,2/28/2022,11/30/2022,3/31/2023,-45.667,0,-0.017,0.703,-1.444,0,VOXX,2023,10,,,,,,,
9388,16384,12/31/2022,9/30/2023,12/31/2023,12,0.268,0.172,2.437,0.034,2.19%,VOYA,2023,12,,,,,,,
45259,185138,12/31/2022,9/30/2023,11/30/2023,13.734,0,0.097,1.162,0.338,0,VPG,2023,11,,,,,,,
45283,185195,1/31/2023,7/31/2023,11/30/2023,-12.729,0,-0.07,0.903,-0.21,0,VRA,2023,10,,,,,,,
29412,38827,6/30/2023,9/30/2023,11/30/2023,-0.796,0,-0.955,1.433,0.121,0,VRAR,2023,9,,,,,,,
13898,23106,12/31/2022,3/31/2023,5/31/2023,-0.918,0,-0.963,1.829,0.121,0,VRAY,2023,9,,,,,,,
21523,33597,12/31/2022,9/30/2023,11/30/2023,-3.407,0,-0.942,3.659,0.121,0,VRCA,2023,9,,,,,,,
19041,30311,12/31/2022,9/30/2023,11/30/2023,-3.282,0,-0.946,5.921,-0.002,0,VRDN,2023,10,,,,,,,
18132,29004,9/30/2023,9/30/2023,12/31/2023,18.981,0,0.088,1.462,0.129,0,VREX,2023,10,,,,,,,
24901,36512,12/31/2022,9/30/2023,11/30/2023,-0.461,0,-0.48,0.357,-0.019,0,VRM,2023,10,,,,,,,
39240,141887,12/31/2021,9/30/2022,1/31/2023,-0.963,0,-0.805,1.24,0.131,0,VRME,2023,10,,,,,,,
11241,19044,12/31/2022,12/31/2022,4/30/2023,-20.316,0,-0.227,5.06,-2.096,0,VRNS,2023,10,,,,,,,
39717,147242,1/31/2023,10/31/2023,12/31/2023,286.167,2.53,0.027,2.122,0.133,0,VRNT,2023,10,,,,,,,
26931,37549,12/31/2022,9/30/2023,11/30/2023,-0.342,0,-0.858,0.72,0.133,0,VRPX,2023,9,,,,,,,
22300,34300,12/31/2022,9/30/2023,11/30/2023,42.723,0,0.272,7.894,0.153,0,VRRM,2023,11,,,,,,,
44402,180652,12/31/2022,9/30/2023,11/30/2023,45.296,0.244,0.653,53.202,3.839,0.56%,VRSK,2023,12,,,,,,,
36735,66368,12/31/2022,9/30/2023,12/31/2023,29.339,0,0.04,1.726,8.634,0,VRSN,2023,9,,,,,,,
24426,36175,12/31/2022,3/31/2023,7/31/2023,86.7,0.032,0.076,5.679,0.062,0.04%,VRT,2023,12,,,,,,,
15318,25030,12/31/2022,9/30/2023,12/31/2023,13.233,0.373,0.164,2.015,0.186,3.14%,VRTS,2023,12,,,,,,,
11906,19858,12/31/2022,12/31/2022,4/30/2023,4.932,0.025,0.486,2.058,0.053,2.19%,VRTV,2023,12,,,,,,,
14710,24344,12/31/2022,9/30/2023,12/31/2023,30.524,0,0.244,6.35,2.352,0,VRTX,2023,11,,,,,,,
35555,64088,3/31/2023,9/30/2023,12/31/2023,-3.051,0,-0.231,0.528,-0.004,0,VSAT,2023,10,,,,,,,
30870,39310,1/31/2023,10/31/2023,12/31/2023,22.684,0,0.289,7.34,0.129,0,VSCO,2023,10,,,,,,,
6903,11065,12/31/2022,6/30/2023,10/31/2023,22.417,0.167,0.068,1.792,0.084,0.74%,VSEC,2023,12,,,,,,,
6977,11191,12/31/2022,9/30/2023,12/31/2023,9.784,0.162,0.158,1.329,0.133,1.67%,VSH,2023,12,,,,,,,
40586,157373,12/31/2022,9/30/2023,11/30/2023,10.384,0.875,0.439,3.61,0.129,2.33%,VST,2023,11,,,,,,,
46223,194255,12/31/2022,9/30/2023,11/30/2023,-1.771,0,-1.255,2.093,-0.006,0,VSTM,2023,10,,,,,,,
13622,22653,3/31/2022,12/31/2022,4/30/2023,3.523,0,0.324,0.906,0.021,0,VSTO,2023,11,,,,,,,
21902,33824,12/31/2022,9/30/2023,11/30/2023,-0.027,0,-3.835,0.16,0,0,VTAK,2023,10,,,,,,,
45844,187368,3/31/2023,9/30/2023,11/30/2023,-0.74,0,-2.051,2.721,-0.002,0,VTGN,2023,10,,,,,,,
46029,187961,12/31/2022,3/31/2023,7/31/2023,1.066,0,1.035,0.801,0,0,VTLE,2023,11,,,,,,,
44794,183704,12/31/2022,9/30/2023,11/30/2023,-24.143,0,-0.083,1.213,-1.038,0,VTNR,2023,10,,,,,,,
4969,8092,12/31/2022,9/30/2023,11/30/2023,-122.62,0,-0.007,0.901,0.175,0,VTOL,2023,10,,,,,,,
4536,7637,12/31/2022,6/30/2023,10/31/2023,5.817,0.312,0.082,0.459,1.481,5.39%,VTRS,2023,12,,,,,,,
33852,41901,12/31/2022,9/30/2023,11/30/2023,5.6,0.303,0.035,1.154,0.164,8.46%,VTS,2023,10,,,,,,,
36139,65344,12/31/2022,9/30/2023,11/30/2023,11.5,0,0.199,2.058,0.164,0,VTSI,2023,10,,,,,,,
14925,24515,12/31/2022,9/30/2023,11/30/2023,-52.926,0,0.034,1.719,-0.801,0,VTVT,2023,8,,,,,,,
32176,39774,12/31/2022,9/30/2023,11/30/2023,-0.69,0,-0.505,0.45,0.175,0,VTYX,2023,9,,,,,,,
44940,184113,12/31/2022,9/30/2023,11/30/2023,-3.231,0,-0.36,1.39,0.175,0,VUZI,2023,9,,,,,,,
40967,160785,12/31/2022,3/31/2023,7/31/2023,61.326,1.228,1.233,25.235,0.448,0,VVI,2023,11,,,,,,,
46104,189594,12/31/2022,12/31/2022,2/28/2023,-46.833,0,0.035,1.726,0.164,0,VVNT,2023,7,,,,,,,
26280,37290,12/31/2022,9/30/2023,11/30/2023,-46.226,0,-2.595,53.202,0.164,0,VVOS,2023,9,,,,,,,
16927,27373,9/30/2022,9/30/2022,1/31/2023,60.098,0.82,0.231,20.805,11.428,1.36%,VVV,2023,12,,,,,,,
12453,20661,12/31/2021,9/30/2022,1/31/2023,105.143,0,0.01,1.295,0.153,0,VVX,2023,10,,,,,,,
29761,38952,6/30/2022,9/30/2022,1/31/2023,286,0,0.001,0.428,0.153,0,VWE,2023,10,,,,,,,
21117,33114,12/31/2022,9/30/2023,11/30/2023,-1.135,0,-0.873,1.52,-0.043,0,VXRT,2023,10,,,,,,,
16248,26341,12/31/2022,9/30/2023,11/30/2023,6.205,0,0.377,1.813,0.164,0,VYGR,2023,10,,,,,,,
13010,21522,12/31/2022,9/30/2023,11/30/2023,-0.361,0,-1.026,0.951,-0.001,0,VYNE,2023,10,,,,,,,
28774,38539,12/31/2022,12/31/2022,2/28/2023,-0.275,0,-0.08,0.442,0.175,0,VYNT,2023,9,,,,,,,
815,2136,12/31/2022,9/30/2023,12/31/2023,7.601,0.525,0.155,1.115,1.556,7.06%,VZ,2023,12,,,,,,,
15681,25529,12/31/2022,9/30/2023,11/30/2023,60.909,0,0.056,1.924,0.164,0,VZIO,2023,10,,,,,,,
13015,21540,12/31/2022,12/31/2022,4/30/2023,-2.778,0,0.0365,1.736,-0.014,0,W,2023,8,,,,,,,
34138,60979,12/31/2022,9/30/2023,11/30/2023,27.819,0.158,0.073,1.955,1.275,0.58%,WAB,2023,12,,,,,,,
8732,14253,12/31/2022,9/30/2023,12/31/2023,9.339,0.282,0.265,2.318,0.318,3.12%,WABC,2023,12,,,,,,,
9894,17145,9/30/2023,9/30/2023,12/31/2023,8.86,0.263,0.125,1.002,0.464,3.03%,WAFD,2023,12,,,,,,,
41596,163920,12/31/2022,9/30/2023,12/31/2023,8.349,0.214,0.17,1.321,0.288,2.25%,WAL,2023,12,,,,,,,
11932,19873,12/31/2022,3/31/2023,7/31/2023,8.199,0.559,0.145,1.173,2.428,6.99%,WASH,2023,12,,,,,,,
34465,61574,12/31/2022,9/30/2023,12/31/2023,29.93,0,1.156,21.497,2.333,0,WAT,2023,11,,,,,,,
11996,19977,12/31/2022,9/30/2023,11/30/2023,-0.412,0,-0.897,0.7,-0.001,0,WATT,2023,10,,,,,,,
13093,21663,12/31/2022,6/30/2023,8/31/2023,-5.174,0,-1.344,2.294,-0.043,0,WAVD,2023,10,,,,,,,
7022,11264,8/31/2022,5/31/2023,9/30/2023,-5.792,0.382,-0.133,0.846,-0.059,8.63%,WBA,2023,12,,,,,,,
41681,164296,12/31/2021,9/30/2022,1/31/2023,-5.075,0,-0.201,0.592,0.1445,0,WBD,2023,10,,,,,,,
9906,17150,12/31/2022,9/30/2023,12/31/2023,9.706,0.346,0.118,1.103,0.343,3.15%,WBS,2023,12,,,,,,,
37960,120444,12/31/2022,9/30/2023,11/30/2023,10.404,0.22,0.169,1.489,0.113,0.96%,WCC,2023,12,,,,,,,
45327,185370,12/31/2022,3/31/2023,7/31/2023,18.052,0.494,0.099,1.8,5.682,2.77%,WD,2023,12,,,,,,,
9120,15044,1/31/2023,10/31/2023,12/31/2023,286.167,0,0.012,8.709,0.136,0,WDAY,2023,10,,,,,,,
7104,11399,6/30/2022,3/31/2023,7/31/2023,-19.434,0,-0.057,1.18,-0.527,0,WDC,2023,11,,,,,,,
7001,11234,8/31/2023,8/31/2023,12/31/2023,49.497,0.678,0.315,14.7,14.114,1.39%,WDFC,2023,12,,,,,,,
21371,33433,12/31/2022,9/30/2023,11/30/2023,-0.011,0,0.029,1.7615,0.136,0,WE,2023,7,,,,,,,
32643,39914,12/31/2022,9/30/2023,11/30/2023,-18.88,0,-0.409,8.104,0.136,0,WEAV,2023,9,,,,,,,
30499,39201,9/30/2022,12/31/2022,2/28/2023,-3.708,0,-11.726,1.739,0.136,0,WEBR,2023,8,,,,,,,
7193,11550,12/31/2022,9/30/2023,12/31/2023,19.484,0.709,0.085,1.601,4.47,3.71%,WEC,2023,12,,,,,,,
1881,3708,12/31/2022,9/30/2023,11/30/2023,20.161,0.928,0.283,6.307,0.656,5.33%,WEN,2023,12,,,,,,,
