,gvkey,adate,qdate,public_date,PE,DPR,ROE,PTB,PEG,DIVY,TICKER,Year,Completeness_Score,,,,,,,
19931,31738,12/31/2022,9/30/2023,11/30/2023,11.552,0.677,0.108,1.036,0.089,5.97%,TAIT,2023,12,,,,,,,
30125,39078,12/31/2022,9/30/2023,11/30/2023,-9.273,0,-0.283,2.896,0.175,0,TALK,2023,9,,,,,,,
10013,17228,12/31/2022,9/30/2023,11/30/2023,15.818,0,0.065,0.838,0.035,0,TALO,2023,11,,,,,,,
29141,38738,12/31/2022,9/30/2023,11/30/2023,-12.584,0,-0.367,2.669,0.1765,0,TALS,2023,9,,,,,,,
1725,3505,12/31/2022,9/30/2023,11/30/2023,7.053,1.34,0.016,0.812,0.1765,3.61%,TAP,2023,10,,,,,,,
24322,36044,12/31/2022,9/30/2023,11/30/2023,-0.237,0,-0.657,0.214,-0.007,0,TARA,2023,10,,,,,,,
25945,37082,12/31/2022,9/30/2023,11/30/2023,-4.282,0,-0.601,2.561,-0.019,0,TARS,2023,10,,,,,,,
28943,38647,12/31/2022,9/30/2023,11/30/2023,26.13,0,0.092,0.533,0.1785,0,TASK,2023,10,,,,,,,
43036,176249,12/31/2022,9/30/2023,11/30/2023,125.833,0.223,0.056,2.118,5.01,1.06%,TAST,2023,12,,,,,,,
6324,10349,5/31/2023,8/31/2023,12/31/2023,11.065,0,0.152,1.5,0.129,0,TAYD,2023,11,,,,,,,
40683,158587,12/31/2022,9/30/2023,12/31/2023,11.375,0,0.266,2.674,0.217,0,TBBK,2023,11,,,,,,,
13457,22207,12/31/2022,3/31/2023,7/31/2023,10.455,0,0.099,0.991,0.183,0,TBI,2023,11,,,,,,,
29627,38923,12/31/2022,9/30/2023,11/30/2023,-0.32,0,-0.929,0.707,0.1765,0,TBIO,2023,9,,,,,,,
13170,21815,12/31/2021,9/30/2022,1/31/2023,12.96,0.059,0.137,1.584,0.333,0,TBK,2023,11,,,,,,,
21878,33781,12/31/2022,9/30/2023,11/30/2023,-3.523,0,-1.746,0.75,-0.003,0,TBLT,2023,10,,,,,,,
44618,183247,12/31/2022,9/30/2023,12/31/2023,12.12,1.101,0.032,0.396,0.1765,2.69%,TBNK,2023,11,,,,,,,
28811,38583,12/31/2022,9/30/2023,11/30/2023,221.2,3.258,0.002,0.73,0.1765,0.77%,TCBC,2023,11,,,,,,,
40119,150306,12/31/2022,9/30/2023,12/31/2023,8.699,0.093,0.142,1.117,0.069,0,TCBI,2023,11,,,,,,,
17616,28155,12/31/2022,9/30/2023,12/31/2023,11.219,0.313,0.121,1.336,0.422,2.79%,TCBK,2023,12,,,,,,,
29236,38755,12/31/2022,6/30/2023,10/31/2023,258.311,1.867,0.002,0.751,0.1765,0.95%,TCBS,2023,11,,,,,,,
32596,39902,12/31/2022,9/30/2023,12/31/2023,10.741,0.332,0.081,0.675,0.1765,0,TCBX,2023,10,,,,,,,
37171,109659,12/31/2022,3/31/2023,5/31/2023,5.033,0.127,0.158,0.746,0.181,2.67%,TCFC,2023,12,,,,,,,
1665,3410,12/31/2022,9/30/2023,11/30/2023,4.212,0,0.084,0.343,0.003,0,TCI,2023,11,,,,,,,
16576,26847,12/31/2022,9/30/2023,11/30/2023,12.009,0,0.181,1.713,0.1765,0,TCMD,2023,10,,,,,,,
13653,22697,12/31/2021,9/30/2022,1/31/2023,-1.135,0,-3.325,3.317,-0.019,0,TCON,2023,10,,,,,,,
22543,34600,12/31/2022,3/31/2023,5/31/2023,-0.352,0,-0.795,0.573,-0.014,0,TCRR,2023,10,,,,,,,
41895,165215,12/31/2022,9/30/2023,11/30/2023,-6.62,0,-1.197,1.146,0.1785,0,TCRT,2023,9,,,,,,,
29177,38745,12/31/2022,9/30/2023,11/30/2023,-3.217,0,-0.729,1.683,0.1785,0,TCRX,2023,9,,,,,,,
11066,18842,3/31/2022,12/31/2022,4/30/2023,2.888,0,0.112,0.313,0.042,0,TCS,2023,11,,,,,,,
34984,62723,12/31/2022,9/30/2023,11/30/2023,-2.665,0,-0.884,6.389,-0.087,0,TCX,2023,10,,,,,,,
43635,178310,12/31/2022,3/31/2023,7/31/2023,157.917,0,0.15,24.251,0.528,0,TDC,2023,11,,,,,,,
39850,148349,9/30/2023,9/30/2023,12/31/2023,45.919,0,0.027,1.745,1.138,0,TDG,2023,9,,,,,,,
14647,24249,12/31/2022,9/30/2023,11/30/2023,-0.736,0,-1.217,1.284,-0.002,0,TDOC,2023,10,,,,,,,
6385,10411,12/31/2021,9/30/2022,1/31/2023,32.61,4.723,0.02,0.245,0.179,5.39%,TDS,2023,11,,,,,,,
28550,38418,12/31/2022,9/30/2023,11/30/2023,-2.671,0,-0.563,1.376,0.179,0,TDUP,2023,9,,,,,,,
6491,10565,12/31/2022,9/30/2023,11/30/2023,45.173,0.178,0.081,3.074,0.179,0,TDW,2023,10,,,,,,,
38462,126721,12/31/2022,9/30/2023,12/31/2023,27.064,0,0.091,2.296,1.396,0,TDY,2023,11,,,,,,,
16362,26494,6/30/2023,9/30/2023,12/31/2023,-121.36,0,-0.873,46.866,-1.009,0,TEAM,2023,10,,,,,,,
9238,15414,6/30/2023,6/30/2023,10/31/2023,31.04,0.176,0.148,4.209,1.637,0.59%,TECH,2023,12,,,,,,,
24051,35779,12/31/2022,6/30/2023,10/31/2023,-2.607,0,-3.203,3.575,-0.94,0,TELA,2023,10,,,,,,,
18981,30241,12/31/2022,9/30/2023,11/30/2023,-2.768,0,-0.19,0.678,0.179,0,TELL,2023,9,,,,,,,
21831,33759,12/31/2022,9/30/2023,12/31/2023,-67.735,0,-0.275,15.672,-3.76,0,TENB,2023,10,,,,,,,
17422,27939,12/31/2022,9/30/2023,11/30/2023,-19.382,0,-0.854,0.738,-0.302,0,TENX,2023,10,,,,,,,
6418,10453,12/31/2022,6/30/2023,10/31/2023,24.709,0.122,0.236,5.225,6.396,0.53%,TER,2023,12,,,,,,,
27542,37848,12/31/2022,9/30/2023,11/30/2023,-3.504,0,-0.333,1.064,0.1805,0,TERN,2023,9,,,,,,,
19262,30714,3/31/2022,12/31/2022,4/30/2023,213.625,13.476,0.003,1.038,37.319,0,TESS,2023,11,,,,,,,
4874,7991,12/31/2022,9/30/2023,12/31/2023,8.174,0.084,0.389,2.585,0.016,1.18%,TEX,2023,12,,,,,,,
7441,11856,12/31/2022,9/30/2023,12/31/2023,9.3,0.653,0.103,0.893,0.723,5.63%,TFC,2023,12,,,,,,,
23752,35611,12/31/2022,6/30/2023,10/31/2023,-8.014,0,-1.313,1.343,-0.982,0,TFFP,2023,10,,,,,,,
13181,21815,12/31/2022,9/30/2023,12/31/2023,42.2,0.14,0.06,2.319,1.68,0,TFIN,2023,11,,,,,,,
43203,176766,9/30/2022,3/31/2023,7/31/2023,51.821,0.722,0.044,2.217,39.269,7.79%,TFSL,2023,12,,,,,,,
6383,10407,12/31/2022,9/30/2023,11/30/2023,26.396,0.158,0.091,2.255,7.013,0.60%,TFX,2023,12,,,,,,,
9262,15459,12/31/2022,6/30/2023,10/31/2023,-6.588,0.598,-0.111,0.841,-0.121,11.60%,TG,2023,12,,,,,,,
25461,36799,3/31/2023,9/30/2023,11/30/2023,-4.697,0,-1.265,8.113,0.1785,0,TGAN,2023,9,,,,,,,
35447,63876,3/31/2023,3/31/2023,7/31/2023,10.542,0,0.027,1.7375,0.03,0,TGI,2023,9,,,,,,,
33578,41426,6/30/2022,3/31/2023,7/31/2023,-1.044,0,-1.122,4.965,0.179,0,TGL,2023,9,,,,,,,
2826,4988,12/31/2022,9/30/2023,11/30/2023,5.417,0.136,0.174,0.854,0.179,2.97%,TGNA,2023,12,,,,,,,
1942,3813,1/31/2023,10/31/2023,12/31/2023,18.143,0.551,0.265,4.395,1.309,3.09%,TGT,2023,12,,,,,,,
34575,61711,12/31/2022,9/30/2023,11/30/2023,-64.05,0,-0.457,11.771,0.178,0,TGTX,2023,9,,,,,,,
22802,34941,12/31/2022,3/31/2023,7/31/2023,11.301,0,0.802,4.902,0.053,0,TH,2023,11,,,,,,,
32152,39755,12/31/2022,9/30/2023,11/30/2023,-1.355,0,-1.82,0.335,0.18,0,THAR,2023,9,,,,,,,
4646,7750,12/31/2022,9/30/2023,12/31/2023,17.453,0,0.32,4.405,0.18,0,THC,2023,10,,,,,,,
10624,18276,12/31/2022,9/30/2023,12/31/2023,7.983,0.237,0.135,1.076,0.655,4.18%,THFF,2023,12,,,,,,,
34310,61408,12/31/2021,9/30/2022,1/31/2023,16.677,0.366,0.099,2.085,3.033,2.41%,THG,2023,12,,,,,,,
8551,13794,12/31/2022,9/30/2023,11/30/2023,-0.092,0,-2.982,0.563,0,0,THMO,2023,10,,,,,,,
6480,10549,7/31/2023,10/31/2023,12/31/2023,21.858,0.329,0.074,1.58,0.48,1.62%,THO,2023,12,,,,,,,
45615,186360,3/31/2023,6/30/2023,10/31/2023,23.619,0,0.09,2.018,0.19,0,THR,2023,11,,,,,,,
33620,41522,12/31/2022,9/30/2023,11/30/2023,-9.341,0,-0.124,1.257,0.175,0,THRD,2023,9,,,,,,,
17831,28408,12/31/2022,9/30/2023,11/30/2023,85.037,0,0.027,2.282,3.434,0,THRM,2023,11,,,,,,,
30759,39278,12/31/2022,6/30/2023,8/31/2023,25.974,0,0.149,3.551,0.173,0,THRN,2023,10,,,,,,,
31925,39665,12/31/2022,9/30/2023,11/30/2023,-2.843,0,-0.25,0.751,0.173,0,THRX,2023,9,,,,,,,
26023,37130,12/31/2022,9/30/2023,11/30/2023,-11.704,0,-0.13,1.575,0.173,0,THRY,2023,10,,,,,,,
41631,163983,12/31/2022,9/30/2023,11/30/2023,24.823,0,0.051,1.247,0.173,0,THS,2023,10,,,,,,,
25097,36636,12/31/2021,9/30/2022,1/31/2023,11.712,0,0.063,0.774,0.173,0,TIG,2023,10,,,,,,,
28466,38386,12/31/2022,9/30/2023,11/30/2023,-4.487,0,-0.57,0.188,0.173,0,TIL,2023,9,,,,,,,
3521,6034,12/31/2022,9/30/2023,11/30/2023,221.2,74.968,0.001,1.384,0.173,0.40%,TILE,2023,11,,,,,,,
26634,37428,12/31/2021,9/30/2022,1/31/2023,6.517,0,-0.09,3.371,0.173,0,TINV,2023,9,,,,,,,
40874,160555,12/31/2022,9/30/2023,11/30/2023,1.533,0,0.417,0.231,0.173,0,TIO,2023,10,,,,,,,
43437,177640,12/31/2022,9/30/2023,11/30/2023,93.2,1.432,0.016,1.329,0.173,1.07%,TIPT,2023,11,,,,,,,
6335,10353,12/31/2022,9/30/2023,11/30/2023,-0.284,0,-1.082,0.447,-0.002,0,TISI,2023,10,,,,,,,
43852,178973,1/31/2023,10/31/2023,12/31/2023,6.171,0,0.19,1.039,0.069,0,TITN,2023,11,,,,,,,
31805,39618,12/31/2022,9/30/2023,11/30/2023,-0.065,0,-1.858,0.552,0.1765,0,TIVC,2023,9,,,,,,,
7309,11672,1/31/2023,10/31/2023,12/31/2023,26.5,0.352,0.644,15.348,0.254,1.42%,TJX,2023,12,,,,,,,
11141,18892,12/31/2022,6/30/2023,8/31/2023,6.703,0,-0.06,0.174,0.175,0,TKAT,2023,8,,,,,,,
29962,39051,12/31/2022,9/30/2023,11/30/2023,-1.478,0,-0.398,0.824,0.175,0,TKNO,2023,9,,,,,,,
38261,125240,12/31/2022,9/30/2023,11/30/2023,221.2,15.903,0.406,1.42,0.175,0.62%,TKO,2023,11,,,,,,,
6516,10581,12/31/2022,9/30/2023,12/31/2023,13.471,0.216,0.177,2.119,1.373,1.65%,TKR,2023,12,,,,,,,
17927,28675,12/31/2022,9/30/2023,11/30/2023,15.259,0,0.044,0.654,0.436,0,TLF,2023,11,,,,,,,
27618,37906,,6/30/2023,10/31/2023,6.517,0,0.027,1.768,0.171,0,TLGA,2023,5,,,,,,,
27599,37872,12/31/2022,9/30/2023,11/30/2023,-0.183,0,-0.622,0.171,0.171,0,TLIS,2023,9,,,,,,,
13529,22387,5/31/2023,8/31/2023,12/31/2023,-1.018,0,-0.354,0.473,-0.023,0,TLRY,2023,10,,,,,,,
1092,2578,12/31/2022,9/30/2023,11/30/2023,-6.738,0,-0.241,1.736,-0.047,0,TLS,2023,10,,,,,,,
26820,37516,,9/30/2023,12/31/2023,6.7035,0,0.031,26.205,0.175,0,TLSI,2023,6,,,,,,,
45904,187575,1/31/2023,7/31/2023,11/30/2023,-30.63,0,-0.047,1.136,-0.007,0,TLYS,2023,11,,,,,,,
24888,36506,12/31/2022,6/30/2023,8/31/2023,-0.599,0,-3.847,1.804,-0.005,0,TMBR,2023,10,,,,,,,
28787,38558,12/31/2022,9/30/2023,11/30/2023,-11.089,0,-0.443,3.919,0.178,0,TMCI,2023,9,,,,,,,
22971,35062,12/31/2022,9/30/2023,11/30/2023,-68.8,0,-0.201,19.538,0.178,0,TMDX,2023,9,,,,,,,
9495,16653,12/31/2022,9/30/2023,11/30/2023,5.702,0,0.184,0.939,0.069,0,TMHC,2023,11,,,,,,,
6468,10530,12/31/2022,9/30/2023,12/31/2023,34.783,0.085,0.128,4.277,2.325,0.26%,TMO,2023,12,,,,,,,
10024,17240,12/31/2022,6/30/2023,10/31/2023,10.477,0.501,0.112,1.133,3.245,4.79%,TMP,2023,12,,,,,,,
25238,36716,12/31/2022,3/31/2023,5/31/2023,-0.016,0,0.0325,1.77,0.1765,0,TMPO,2023,7,,,,,,,
12031,20011,12/31/2022,6/30/2023,10/31/2023,-169.42,0,-0.004,1.196,-1.39,0,TMST,2023,11,,,,,,,
10319,17874,12/31/2022,9/30/2023,12/31/2023,24.896,0,0.098,2.389,0.2,1.62%,TMUS,2023,12,,,,,,,
6407,10441,12/31/2022,9/30/2023,11/30/2023,15.681,0.193,0.209,2.889,0.37,1.31%,TNC,2023,12,,,,,,,
11151,18899,12/31/2022,6/30/2023,10/31/2023,-4.971,0,-0.544,3.427,-0.016,0,TNDM,2023,10,,,,,,,
39143,140988,12/31/2022,9/30/2023,11/30/2023,19.386,0,0.416,53.202,1.577,0,TNET,2023,11,,,,,,,
31200,39402,12/31/2022,9/30/2023,11/30/2023,-6.847,0,-0.416,2.802,0.175,0,TNGX,2023,9,,,,,,,
42691,174729,12/31/2022,9/30/2023,11/30/2023,7.782,0.386,0.0325,1.7615,0.175,5.05%,TNL,2023,9,,,,,,,
32857,40236,12/31/2022,9/30/2023,11/30/2023,-1.309,0,-3.606,1.914,0.175,0,TNON,2023,9,,,,,,,
46175,190856,12/31/2022,9/30/2023,11/30/2023,-0.048,0,-0.652,0.136,0,0,TNXP,2023,10,,,,,,,
30522,39204,12/31/2022,9/30/2023,11/30/2023,-0.995,0,-0.604,0.777,0.1765,0,TNYA,2023,9,,,,,,,
24562,36237,12/31/2022,9/30/2023,11/30/2023,-1.988,0,-0.693,1.751,-0.009,0,TOI,2023,11,,,,,,,
7705,12395,10/31/2023,10/31/2023,12/31/2023,8.316,0.067,0.21,1.538,0.144,0.82%,TOL,2023,12,,,,,,,
44265,180146,12/31/2022,9/30/2023,11/30/2023,-6.733,0,-0.261,2.112,0.18,0,TOMZ,2023,9,,,,,,,
44689,183524,12/31/2022,9/30/2023,11/30/2023,-0.722,0,-0.695,0.798,-0.002,0,TOON,2023,10,,,,,,,
31474,39524,12/31/2022,9/30/2023,11/30/2023,-25.203,0,-0.282,5.504,0.182,0,TOST,2023,9,,,,,,,
43461,177764,12/31/2022,9/30/2023,11/30/2023,-0.491,0,-0.372,0.246,-0.005,0,TOVX,2023,10,,,,,,,
37949,120318,12/31/2022,9/30/2023,12/31/2023,12.883,0.404,0.09,1.132,0.873,3.36%,TOWN,2023,12,,,,,,,
36926,66929,12/31/2022,9/30/2023,11/30/2023,39.362,0.361,0.099,2.893,0.416,1.14%,TPB,2023,12,,,,,,,
5287,8486,12/31/2021,9/30/2022,1/31/2023,-5.363,0,-0.052,0.305,0.18,0,TPC,2023,10,,,,,,,
43695,178644,3/31/2023,9/30/2023,11/30/2023,-25.25,0,-0.129,3.929,0.18,0,TPCS,2023,9,,,,,,,
33771,41733,10/31/2023,10/31/2023,12/31/2023,-1.192,0,-1.05,0.98,0.18,0,TPET,2023,9,,,,,,,
33096,40535,12/31/2022,9/30/2023,11/30/2023,-298.36,7.828,0.177,4.731,0.18,5.49%,TPG,2023,11,,,,,,,
46391,258869,12/31/2022,9/30/2023,11/30/2023,7.152,0,0.148,0.969,0.239,0,TPH,2023,11,,,,,,,
6275,10235,12/31/2022,9/30/2023,11/30/2023,-0.183,0,-1.555,0.255,0.178,0,TPHS,2023,9,,,,,,,
17011,27574,12/31/2021,9/30/2022,1/31/2023,-3.167,0,-0.902,5.843,-0.033,0,TPIC,2023,10,,,,,,,
6443,10504,12/31/2022,9/30/2023,11/30/2023,32.796,0.25,0.465,12.773,0.89,0.78%,TPL,2023,12,,,,,,,
39105,140541,6/30/2023,9/30/2023,12/31/2023,9.366,0.311,0.374,3.125,0.178,3.80%,TPR,2023,11,,,,,,,
30209,39104,12/31/2022,9/30/2023,11/30/2023,-1.576,0,-2.044,3.735,0.178,0,TPST,2023,9,,,,,,,
40516,156861,12/31/2021,9/30/2022,1/31/2023,14.399,0.133,1.214,16.789,2.124,0.98%,TPX,2023,12,,,,,,,
6527,10609,12/31/2022,9/30/2023,11/30/2023,26.489,0.384,0.106,1.564,2.043,1.09%,TR,2023,12,,,,,,,
6359,10390,12/31/2022,9/30/2023,11/30/2023,121.462,0,0.008,0.892,0.656,0,TRC,2023,11,,,,,,,
32499,39869,12/31/2022,9/30/2023,11/30/2023,-18.268,0,-0.099,1.755,0.173,0,TRDA,2023,9,,,,,,,
44332,180423,12/31/2021,9/30/2022,1/31/2023,-3.847,0,-0.327,2.368,0.173,0,TREE,2023,10,,,,,,,
37864,119316,12/31/2022,9/30/2023,11/30/2023,39.478,0,0.309,10.042,4.467,0,TREX,2023,11,,,,,,,
45391,185532,12/31/2022,9/30/2023,11/30/2023,23.803,1.568,0.301,6.897,0.567,2.21%,TRGP,2023,12,,,,,,,
16508,26788,12/31/2021,9/30/2022,1/31/2023,-2.023,0,-1.321,2.881,-0.099,0,TRHC,2023,10,,,,,,,
27255,37723,12/31/2022,9/30/2023,11/30/2023,10.041,1.547,0.122,1.131,0.171,14.00%,TRIN,2023,11,,,,,,,
46295,199356,12/31/2022,9/30/2023,11/30/2023,-99.056,0,-0.029,2.72,-3.024,0,TRIP,2023,11,,,,,,,
14236,23563,6/30/2022,3/31/2023,7/31/2023,-0.131,0,-2.658,1.668,0.173,0,TRKA,2023,9,,,,,,,
13727,22815,12/31/2021,9/30/2022,1/31/2023,30.558,0,0.115,3.577,1.749,0,TRMB,2023,11,,,,,,,
2597,4685,12/31/2022,6/30/2023,10/31/2023,11.899,0.546,0.067,0.782,3.55,4.57%,TRMK,2023,12,,,,,,,
6575,10735,12/31/2022,9/30/2023,11/30/2023,23.111,0.934,0.042,0.963,0.166,4.17%,TRN,2023,11,,,,,,,
33927,42847,12/31/2022,6/30/2023,10/31/2023,-0.245,0,0.036,3.056,0.166,0,TRNR,2023,8,,,,,,,
6564,10685,3/31/2023,9/30/2023,12/31/2023,97.616,0,0.082,6.472,7.46,0,TRNS,2023,11,,,,,,,
7544,12138,12/31/2022,3/31/2023,7/31/2023,20.173,0.806,0.158,3.056,52.379,3.96%,TROW,2023,12,,,,,,,
9203,15252,12/31/2022,9/30/2023,11/30/2023,20.837,0.131,0.076,1.514,0.157,0.62%,TRS,2023,11,,,,,,,
10038,17245,12/31/2022,9/30/2023,12/31/2023,8.46,0.392,0.115,0.947,0.052,4.64%,TRST,2023,12,,,,,,,
6587,10740,6/30/2023,9/30/2023,11/30/2023,23.286,0,0.031,0.679,0.121,0,TRT,2023,11,,,,,,,
15016,24638,12/31/2022,9/30/2023,11/30/2023,-63.14,0.307,-0.036,2.433,0.166,0.72%,TRU,2023,11,,,,,,,
12332,20540,12/31/2022,9/30/2023,11/30/2023,-3.72,0,-0.348,1.584,-0.033,0,TRUE,2023,10,,,,,,,
12618,20935,12/31/2022,9/30/2023,11/30/2023,-20.413,0,-0.172,3.659,-0.039,0,TRUP,2023,10,,,,,,,
34973,62689,12/31/2022,9/30/2023,12/31/2023,20.549,0.413,0.101,2.178,2.323,2.10%,TRV,2023,12,,,,,,,
22950,35054,12/31/2022,9/30/2023,11/30/2023,-4.167,0,-0.258,0.802,0.171,0,TRVI,2023,9,,,,,,,
11164,18925,12/31/2022,9/30/2023,11/30/2023,-0.211,0,-2.144,2.487,-0.001,0,TRVN,2023,10,,,,,,,
36651,66286,9/30/2023,9/30/2023,12/31/2023,9.562,0.305,0.12,1.094,1.744,2.92%,TSBK,2023,12,,,,,,,
34017,43137,12/31/2022,9/30/2023,11/30/2023,-0.92,0,0.036,0.442,0.171,0,TSBX,2023,8,,,,,,,
18677,29736,12/31/2022,9/30/2023,12/31/2023,20.999,0.389,0.552,10.858,1.25,1.92%,TSCO,2023,12,,,,,,,
25769,37013,12/31/2022,9/30/2023,11/30/2023,-0.613,0,-35.616,53.202,0.166,0,TSHA,2023,9,,,,,,,
45224,184996,12/31/2022,9/30/2023,12/31/2023,80.155,0,0.234,14.774,0.479,0,TSLA,2023,11,,,,,,,
6634,10793,9/30/2022,6/30/2023,10/31/2023,49.309,1.956,0.015,0.624,10.635,4.14%,TSN,2023,12,,,,,,,
28835,38596,12/31/2022,9/30/2023,11/30/2023,-0.539,0,-0.385,0.227,0.157,0,TSP,2023,9,,,,,,,
37411,111974,12/31/2022,9/30/2023,11/30/2023,-4.284,0,-0.515,3.73,0.157,7.55%,TSQ,2023,11,,,,,,,
6312,10305,5/31/2023,8/31/2023,12/31/2023,11.319,0,0.115,1.158,0.157,0,TSRI,2023,10,,,,,,,
32607,39907,12/31/2022,9/30/2023,11/30/2023,-0.468,0,-0.524,0.302,0.157,0,TSVT,2023,9,,,,,,,
6552,10618,10/31/2023,10/31/2023,12/31/2023,30.668,0.43,0.227,6.598,8.857,1.50%,TTC,2023,12,,,,,,,
26226,37230,12/31/2022,3/31/2023,5/31/2023,-0.321,0,-0.935,0.651,0.153,0,TTCF,2023,9,,,,,,,
17320,27885,12/31/2022,6/30/2023,10/31/2023,258.311,0,0.067,15.287,9.277,0,TTD,2023,11,,,,,,,
35236,63417,12/31/2022,3/31/2023,7/31/2023,18.516,0.543,0.164,2.732,1.443,3.02%,TTEC,2023,12,,,,,,,
15125,24783,9/30/2023,9/30/2023,12/31/2023,32.731,0.191,0.209,6.27,1.824,0.62%,TTEK,2023,12,,,,,,,
43326,177111,12/31/2022,6/30/2023,10/31/2023,29.976,0,0.111,3.318,1.024,0,TTGT,2023,11,,,,,,,
12836,21237,12/31/2021,9/30/2022,1/31/2023,56.571,0,0.083,4.886,0.438,0,TTI,2023,11,,,,,,,
39045,139804,12/31/2022,9/30/2023,12/31/2023,-54.517,0,-0.019,1.036,0.137,0,TTMI,2023,10,,,,,,,
34653,61836,12/31/2022,9/30/2023,11/30/2023,-16.595,0,-2.51,0.63,-0.142,0,TTNP,2023,10,,,,,,,
12750,21033,12/31/2022,9/30/2023,11/30/2023,-2.241,0,0.035,1.736,-0.019,0,TTOO,2023,8,,,,,,,
8587,13861,12/31/2022,9/30/2023,11/30/2023,27,0,0.095,2.531,2.499,0,TTSH,2023,11,,,,,,,
35787,64630,3/31/2023,9/30/2023,12/31/2023,-17.983,0,-0.153,3.143,-0.012,0,TTWO,2023,10,,,,,,,
35022,62897,12/31/2021,9/30/2022,1/31/2023,9.229,0,0.035,1.726,0.017,0,TUP,2023,9,,,,,,,
13228,21834,12/31/2022,9/30/2023,11/30/2023,27.625,0,0.016,0.455,0.153,0,TUSK,2023,10,,,,,,,
9687,16848,12/31/2022,9/30/2023,11/30/2023,-1.271,0,-3.149,1.687,-0.022,0,TVTX,2023,10,,,,,,,
22747,34919,12/31/2022,9/30/2023,12/31/2023,52.837,0.202,0.073,1.973,1.966,0.40%,TW,2023,12,,,,,,,
17723,28295,12/31/2022,9/30/2023,11/30/2023,6.703,0,0.312,1.855,0.006,0,TWI,2023,11,,,,,,,
6612,10777,6/30/2023,9/30/2023,12/31/2023,18.791,0,0.086,1.58,0.153,0.99%,TWIN,2023,11,,,,,,,
31356,39482,12/31/2022,9/30/2023,11/30/2023,-39,0,-0.036,1.507,0.153,0,TWKS,2023,9,,,,,,,
16925,27364,12/31/2022,9/30/2023,11/30/2023,-13.531,0,-0.085,1.173,-0.468,0,TWLO,2023,10,,,,,,,
15598,25424,12/31/2022,9/30/2023,11/30/2023,35.426,0,0.058,1.97,1.091,0,TWNK,2023,11,,,,,,,
11960,19881,12/31/2022,9/30/2023,11/30/2023,-0.275,0,-0.656,0.314,-0.014,0,TWOU,2023,10,,,,,,,
22277,34241,9/30/2023,9/30/2023,12/31/2023,-10.239,0,-0.29,3.41,-3.76,0,TWST,2023,10,,,,,,,
23836,35640,12/31/2022,9/30/2023,11/30/2023,-22.667,0,-0.281,6.082,-0.381,0,TXG,2023,10,,,,,,,
44653,183322,12/31/2022,9/30/2023,11/30/2023,0.565,0,-1.471,1.053,0.001,0,TXMD,2023,11,,,,,,,
6432,10499,12/31/2022,9/30/2023,12/31/2023,22.109,0.637,0.469,9.272,1.312,3.05%,TXN,2023,12,,,,,,,
40838,160376,12/31/2022,9/30/2023,11/30/2023,25.876,0.483,0.278,6.668,0.237,1.95%,TXRH,2023,12,,,,,,,
6456,10519,12/31/2022,9/30/2023,12/31/2023,17.369,0.017,0.136,2.23,0.238,0.10%,TXT,2023,12,,,,,,,
33464,41234,12/31/2021,9/30/2022,1/31/2023,-6.452,0,-6.61,2.137,0.153,0,TYDE,2023,10,,,,,,,
30429,39185,,9/30/2023,12/31/2023,7.186,0,0.0365,1.619,0.153,0,TYGO,2023,6,,,,,,,
6616,10789,12/31/2022,12/31/2022,4/30/2023,97.941,0,0.062,5.73,26.113,0,TYL,2023,11,,,,,,,
31344,39477,12/31/2022,9/30/2023,11/30/2023,-8.364,0,-0.234,2.27,0.153,0,TYRA,2023,9,,,,,,,
40046,149721,12/31/2022,9/30/2023,11/30/2023,13.182,0,2.288,53.202,0.033,0,TZOO,2023,11,,,,,,,
25600,36898,12/31/2022,9/30/2023,11/30/2023,-12.775,0,-0.272,3.459,-0.308,0,U,2023,10,,,,,,,
41872,165052,3/31/2023,9/30/2023,12/31/2023,9.659,0,0.214,0.794,0.157,0,UAA,2023,10,,,,,,,
6648,10795,12/31/2022,9/30/2023,12/31/2023,4.781,0,0.435,1.451,0.157,0,UAL,2023,10,,,,,,,
6772,10930,12/31/2022,9/30/2023,11/30/2023,-6.528,0,-0.115,0.967,0.157,0,UAMY,2023,10,,,,,,,
16889,27339,12/31/2022,9/30/2023,11/30/2023,-0.173,0,-1.203,0.432,-0.004,0,UAVS,2023,10,,,,,,,
17334,27886,12/31/2022,9/30/2023,12/31/2023,8.284,0.554,0.154,1.396,0.898,6.46%,UBCP,2023,12,,,,,,,
22996,35077,12/31/2022,9/30/2023,12/31/2023,125.653,0,0.14,13.422,5.175,0,UBER,2023,11,,,,,,,
35615,64228,12/31/2022,9/30/2023,12/31/2023,7.313,0.398,0.176,1.253,0.247,5.71%,UBFO,2023,12,,,,,,,
10050,17248,12/31/2022,9/30/2023,12/31/2023,13.129,0.503,0.085,1.09,1.478,3.94%,UBSI,2023,12,,,,,,,
21281,33317,12/31/2022,9/30/2023,11/30/2023,-0.525,0,-0.829,0.775,-0.005,0,UBX,2023,10,,,,,,,
35859,64794,12/31/2022,9/30/2023,12/31/2023,13.422,0.46,0.092,1.125,1.157,3.14%,UCBI,2023,12,,,,,,,
46493,264416,12/31/2022,6/30/2023,10/31/2023,45.019,0,0.027,1.185,0.57,0,UCTT,2023,11,,,,,,,
32320,39818,12/31/2022,9/30/2023,11/30/2023,-15.663,0,-0.411,6.597,0.1455,0,UDMY,2023,9,,,,,,,
